id,count_blast,AvgIdBlast
A0A091AAZ7,294,89.37517346938775
A0A091AE99,13,95.38461538461539
A0A091AXT1,48,97.28029166666666
A0A096Y675,266,94.57101503759398
A0A096Y6E4,109,98.34400917431192
A0A0A5L8K3,96,97.58387499999999
A0A0A5LD85,147,94.3467619047619
A0A0A5LGV3,277,89.79440794223827
A0A0A5MMD2,235,95.12572765957447
A0A0A5MMP8,133,96.70794736842105
A0A0A5MPK0,182,93.22423076923077
A0A0A5MRI5,138,93.04255797101449
A0A0A5MSF1,106,96.25599056603774
A0A0A5MU07,107,96.06554205607476
A0A0A5MU46,134,96.1593880597015
A0A0A5MV44,96,92.3405
A0A0A5MZ37,288,93.22660069444444
A0A0A5MZN2,300,98.35043666666667
A0A0A5N0T3,259,95.82032432432432
A0A0A5N3S0,186,96.83212903225807
A0A0A5N3Z2,180,88.8055
A0A0A5N6L5,299,91.15322408026755
A0A0A5N7C9,143,95.72483216783216
A0A0A5N7D0,298,95.21959731543623
A0A0A5N9Z5,284,90.82121830985915
A0A0A5P0W7,300,97.13365999999999
A0A0A5P111,299,97.34086622073579
A0A0A5P300,298,97.17855704697986
A0A0A5P444,298,98.65371812080537
A0A0A5P5A5,276,95.43661231884059
A0A0A5P5Q5,296,96.15752027027027
A0A0A5P6G9,298,98.80734899328858
A0A0A5P6N6,300,95.10288333333332
A0A0A5P6W0,297,97.26530639730639
A0A0A5P801,290,97.05495172413792
A0A0A5P806,299,95.02153177257524
A0A0A5P887,299,97.84728093645485
A0A0A5P8P0,298,97.22671812080536
A0A0A5P8P4,298,97.66031543624162
A0A0A5P8P8,298,98.72601006711409
A0A0A5P9T8,285,97.74607368421051
A0A0A5PA65,298,97.49210067114095
A0A0A5PB74,298,97.78550335570469
A0A0A5PC54,300,99.41530666666667
A0A0A5PCZ2,298,97.79257046979865
A0A0A5PD05,299,97.23509030100335
A0A0A5PRK2,219,92.81496347031963
A0A0A5PUW0,194,89.17905670103093
A0A0A5QW10,291,97.84676975945017
A0A0A5QYD7,65,98.31852307692307
A0A0A5QYF3,297,97.70268686868687
A0A0A5R0J4,295,96.2170779661017
A0A0A5R1H4,295,97.4896440677966
A0A0A5R6Y9,299,98.49217056856187
A0A0A5SNE4,293,96.63118771331058
A0A0A5SNK1,83,97.79531325301205
A0A0A5SPM1,292,99.41268835616438
A0A0A5SQ04,299,99.17528428093645
A0A0A5SRJ9,139,94.9623381294964
A0A0A5SRK4,297,98.0757744107744
A0A0A5SRQ0,292,91.87008904109588
A0A0A5SRV9,297,98.4959393939394
A0A0A5SS00,298,99.3713422818792
A0A0A5SSI1,241,97.05107468879669
A0A0A5SU59,299,98.61367558528428
A0A0A5SUP2,294,96.67730952380953
A0A0A5SUW6,297,98.42861952861952
A0A0A5SWD0,297,98.47602020202021
A0A0A5SXJ6,300,98.14991333333334
A0A0A5SYN4,299,97.32759531772575
A0A0A5SZH9,300,98.11426333333334
A0A0A5T0U2,287,89.8416306620209
A0A0A5T0Y5,298,98.80546644295303
A0A0A5T1D3,290,98.00557931034483
A0A0A5T1L1,290,94.35843793103449
A0A0A5UKW9,292,98.24658219178082
A0A0A5UMK4,211,93.47373933649288
A0A0A5UMU9,297,97.65056565656566
A0A0A5UXL6,298,97.61838255033557
A0A0A5UY67,294,98.10752380952381
A0A0A6CEK6,196,89.17411224489796
A0A0A6EE81,106,94.3948962264151
A0A0A6XDT7,294,91.33664285714286
A0A0A6YMY7,125,94.644024
A0A0C1ZYA4,262,92.2687213740458
A0A0D0NTF4,131,94.95530534351145
A0A0D0NUI9,218,93.07947247706423
A0A0D0NUK9,201,91.71846766169155
A0A0D0NUU1,293,91.3847542662116
A0A0D0NV78,299,96.27763879598662
A0A0D0NVH8,275,94.83141818181818
A0A0D0NVJ7,296,93.49473648648649
A0A0D0NVK0,282,94.78321276595744
A0A0D0NW96,281,94.18815302491103
A0A0D0NWC6,296,97.16092905405405
A0A0D0NX18,277,93.86880144404331
A0A0D0NXA4,89,90.07791011235955
A0A0D0NXI4,70,97.52908571428571
A0A0D0NXJ7,195,95.75811794871794
A0A0D0NXK1,300,91.42272666666666
A0A0D0NYJ9,16,91.171875
A0A0D0NYR5,284,90.03914084507043
A0A0D0NZ46,300,96.76574666666666
A0A0D0NZB2,300,97.29332
A0A0D0NZC1,223,91.52670852017937
A0A0D0NZE2,77,98.03715584415585
A0A0D0NZF0,186,94.58030645161291
A0A0D0NZF5,108,94.54360185185186
A0A0D0NZI5,201,95.29776616915423
A0A0D0NZV1,206,96.56306310679612
A0A0D0P091,107,91.8172523364486
A0A0D0P0F1,295,89.34812881355933
A0A0D0P1Q1,228,90.95920614035089
A0A0D0P279,38,94.65297368421052
A0A0D0P2A5,271,96.1360627306273
A0A0D0P2P7,279,95.72656989247312
A0A0D0P2R5,299,95.78772575250835
A0A0D0P3B2,120,91.72049999999999
A0A0D0P3B6,130,96.63416153846153
A0A0D0P3L6,300,98.18995666666667
A0A0D0P3P2,132,93.13865909090909
A0A0D0P4G9,15,97.91666666666667
A0A0D0P4H8,87,88.44249425287357
A0A0D0P4J6,299,95.17917391304348
A0A0D0P4L1,280,97.93426785714286
A0A0D0P4M6,240,93.80532500000001
A0A0D0P4P9,133,96.83675939849624
A0A0D0P4Q8,257,94.40697276264592
A0A0D0P5C0,298,93.93415436241611
A0A0D0P5L4,300,90.78074000000001
A0A0D0P5L8,292,97.64584931506849
A0A0D0P640,292,95.06271232876712
A0A0D0P687,246,96.58734959349594
A0A0D0P8C9,270,96.04808148148147
A0A0D0P8Q3,217,96.59584331797234
A0A0D0PB02,299,90.55154515050167
A0A0D0PB84,116,95.1493275862069
A0A0D0PB88,94,94.23851063829787
A0A0D0PB99,144,95.69222222222223
A0A0D0PBQ9,123,95.3128943089431
A0A0D0PBS7,261,95.68211877394636
A0A0D0PBU6,138,96.98429710144929
A0A0D0PCE1,258,95.72582945736434
A0A0D0PCS7,106,94.1146037735849
A0A0D0PD40,273,95.65191575091575
A0A0D0PD50,22,98.41349999999998
A0A0D0PDR7,219,95.42450684931507
A0A0D0PEC2,83,95.56981927710844
A0A0D0PEE6,299,98.38889297658862
A0A0D0PEF1,253,97.34599209486166
A0A0D0PEN1,281,95.00317793594306
A0A0D0PEP6,258,90.59612403100775
A0A0D0PFD8,79,97.00696202531645
A0A0D0PFY9,253,97.25396837944665
A0A0D0PG80,80,98.54762500000001
A0A0D0PGB4,83,94.15644578313253
A0A0D0PGT5,253,95.30710276679842
A0A0D0PGU0,299,96.75166889632106
A0A0D0PGY7,134,94.35987313432835
A0A0D0PH98,111,95.81739639639639
A0A0D0PHH4,29,97.4306551724138
A0A0D0PKK1,297,88.97112457912458
A0A0D0PKQ5,223,93.33554260089687
A0A0D0PKV1,36,98.62797222222223
A0A0D0PL41,36,97.96669444444444
A0A0D0PL67,136,94.70955147058824
A0A0D0PM59,300,96.98544000000001
A0A0D0PM95,299,95.19053177257526
A0A0D0PMT2,121,94.22071900826447
A0A0D0PMW7,212,92.89387735849057
A0A0D0PN67,223,93.43134977578475
A0A0D0PN71,124,97.45766129032258
A0A0D0PP20,299,95.20089966555184
A0A0D0PP77,211,96.50923696682464
A0A0D0PP86,298,96.45771812080537
A0A0D0PPS7,291,92.63832989690722
A0A0D0PPZ4,246,96.0229512195122
A0A0D0PQ05,298,98.73927516778524
A0A0D0PQ29,120,90.58950833333333
A0A0D0PQH1,299,98.29339464882942
A0A0D0PQV4,121,94.05123140495868
A0A0D0PQY2,46,95.33247826086956
A0A0D0PQZ7,115,92.70406086956523
A0A0D0PS57,66,88.93145454545454
A0A0D0PT93,298,95.35407718120805
A0A0D0PTN5,298,90.86423489932886
A0A0D0PTT5,152,98.0296447368421
A0A0D0PTU0,223,94.37208520179371
A0A0D0PTV8,129,97.21006201550388
A0A0D0PTW3,31,98.80654838709678
A0A0D0PTX2,138,92.94334057971015
A0A0D0PTZ2,183,94.5106612021858
A0A0D0PV04,245,94.91490612244897
A0A0D0PV47,235,96.17696170212766
A0A0D0PV52,242,86.10068181818183
A0A0D0PV60,299,96.49465551839464
A0A0D0PVA2,63,96.32906349206348
A0A0D0PVB2,299,97.85746822742476
A0A0D0PVS3,299,91.30058862876254
A0A0D0PVW2,213,92.28039436619719
A0A0D0PVZ6,300,92.79130333333333
A0A0D0PWF9,80,96.30177499999999
A0A0D0PWN1,297,98.07488552188552
A0A0D0PXD3,276,89.47915942028985
A0A0D0PXR7,168,97.19319047619048
A0A0D0PYR1,299,92.19488628762542
A0A0D0PYT5,207,93.73543478260869
A0A0D0PYU2,233,96.69276394849786
A0A0D0PZI2,175,96.39453142857144
A0A0D0PZZ5,297,97.94179124579125
A0A0D0Q0R0,296,97.87059121621621
A0A0D0Q0V7,50,90.89532000000001
A0A0D0Q113,204,91.81475490196078
A0A0D0Q1M4,299,96.48268561872909
A0A0D0Q1P1,299,97.5519364548495
A0A0D0Q1Q4,288,96.79239930555555
A0A0D0Q1U2,186,96.31190860215054
A0A0D0Q278,184,96.14936413043479
A0A0D0Q281,293,97.26537542662116
A0A0D0Q2Z3,237,93.58695780590718
A0A0D0Q341,298,96.2238288590604
A0A0D0Q379,162,93.2423086419753
A0A0D0Q423,184,97.2340597826087
A0A0D0Q4C3,44,95.60629545454545
A0A0D0Q4D1,26,95.62807692307692
A0A0D0Q4J2,125,94.642848
A0A0D0Q518,275,96.87090181818182
A0A0D0Q5K8,291,87.91586941580756
A0A0D0Q5T5,2,99.146
A0A0D0Q6D1,69,96.50514492753622
A0A0D0Q6E0,298,97.29086241610739
A0A0D0Q6P8,27,93.42751851851853
A0A0D0Q6U3,202,88.97386633663368
A0A0D0Q6Z3,178,96.2241179775281
A0A0D0Q722,283,91.0373816254417
A0A0D0Q730,55,93.42716363636363
A0A0D0Q794,295,96.86031186440678
A0A0D0Q7D5,233,93.92317167381974
A0A0D0QC96,300,98.54866333333332
A0A0D0QEG2,297,96.82067676767677
A0A0D0QEP5,26,96.4885
A0A0D0QF08,298,94.75946308724832
A0A0D0QF27,231,83.63506926406927
A0A0D0QFE3,55,96.39998181818181
A0A0D0QFU9,282,95.54875886524823
A0A0D0QFZ2,64,97.055703125
A0A0D0QG44,44,93.57536363636363
A0A0D0QGF1,282,96.91185460992908
A0A0D0QGS3,293,98.79346757679181
A0A0D0QH33,210,96.1933619047619
A0A0D0QH41,300,93.91205000000001
A0A0D0QHV7,294,95.07165986394557
A0A0D0QHW1,92,94.31761956521738
A0A0D0QHW4,294,93.48372448979592
A0A0D0QHZ9,300,92.02253333333334
A0A0D0QI30,200,94.38297
A0A0D0QIC0,95,96.9723157894737
A0A0D0QIG6,217,88.5547004608295
A0A0D0QIL6,299,97.1426254180602
A0A0D0QIZ4,290,96.54252413793103
A0A0D0QJ00,172,92.5018023255814
A0A0D0QJE0,300,97.30758
A0A0D0QJE9,114,95.29617543859648
A0A0D0QJF4,251,93.45141832669323
A0A0D0QJH0,300,90.55485
A0A0D0QJW2,219,88.22942465753424
A0A0D0QJX4,300,97.60003
A0A0D0QJY6,275,94.80601454545454
A0A0D0QK08,300,90.51547
A0A0D0QKD3,298,96.23965100671141
A0A0D0QKD6,13,99.33007692307692
A0A0D0QKV7,300,98.50777
A0A0D0QKX4,282,96.90514184397163
A0A0D0QKY1,295,94.36651186440677
A0A0D0QKZ1,88,96.2385681818182
A0A0D0QL26,90,95.15696666666668
A0A0D0QL53,297,97.11306397306397
A0A0D0QL67,89,92.94991011235955
A0A0D0QLF0,30,99.58246666666666
A0A0D0QLH4,273,89.86699267399267
A0A0D0QLM1,121,96.45058677685951
A0A0D0QLN9,74,96.33093243243243
A0A0D0QLQ2,111,96.6921981981982
A0A0D0QLT1,300,96.5739
A0A0D0QMB7,300,89.22681
A0A0D0QMC6,293,92.97992832764504
A0A0D0QME4,296,96.332125
A0A0D0QMH8,300,97.23635
A0A0D0QMI1,33,98.05554545454545
A0A0D0QMS0,276,99.09835144927537
A0A0D0QMW2,96,97.81016666666666
A0A0D0QN65,299,97.0533110367893
A0A0D0QNA2,300,95.51529333333333
A0A0D0QNA9,53,93.41933962264152
A0A0D0QNP3,299,98.1755652173913
A0A0D0QP17,49,92.65310204081632
A0A0D0QP50,300,97.03566000000001
A0A0D0QP57,51,94.04858823529412
A0A0D0QP70,113,97.07353097345133
A0A0D0QP76,300,91.34115666666666
A0A0D0QPD1,300,98.40019333333333
A0A0D0QPH7,160,95.39466875
A0A0D0QPL4,290,95.73636896551724
A0A0D0QPM4,54,95.61892592592594
A0A0D0QPQ4,299,98.55930434782609
A0A0D0QPQ5,300,96.22494333333333
A0A0D0QPR0,283,94.2529187279152
A0A0D0QPV0,187,90.24155080213903
A0A0D0QPX3,101,96.93402970297029
A0A0D0QPX8,181,94.66448066298342
A0A0D0QQ81,299,97.15727424749164
A0A0D0QQD5,162,91.16276543209877
A0A0D0QQE8,108,97.27253703703703
A0A0D0QQN1,300,96.02128333333333
A0A0D0QQW5,242,95.9880909090909
A0A0D0QQW8,9,98.58999999999999
A0A0D0QQY2,63,97.69512698412699
A0A0D0QR08,257,95.94691050583657
A0A0D0QR28,99,94.90519191919192
A0A0D0QRF4,290,95.55106551724138
A0A0D0QRI1,33,95.50751515151515
A0A0D0QRM3,287,87.798818815331
A0A0D0QRN2,297,95.23509427609427
A0A0D0QRP4,295,93.78748474576271
A0A0D0QRP8,226,95.8249646017699
A0A0D0QRS2,297,96.49615151515151
A0A0D0QRT0,283,86.21125441696113
A0A0D0QS73,283,95.12749469964663
A0A0D0QSB5,148,95.32356756756758
A0A0D0QSL7,139,86.98362589928058
A0A0D0QSM4,172,89.13490116279071
A0A0D0QSZ4,256,96.83116015625001
A0A0D0QSZ9,86,91.33633720930233
A0A0D0QT07,222,95.58289189189189
A0A0D0QT19,285,96.36438245614035
A0A0D0QT66,298,95.61763758389262
A0A0D0QTB6,296,94.4669527027027
A0A0D0QTC1,249,97.11380722891566
A0A0D0QTJ3,172,94.12677325581396
A0A0D0QTL2,143,91.30908391608392
A0A0D0QTP9,270,97.5045037037037
A0A0D0QTQ9,277,96.62038267148014
A0A0D0QTZ0,174,95.59024137931036
A0A0D0QTZ6,294,98.23604761904762
A0A0D0QU03,299,98.52511036789296
A0A0D0QU15,31,98.33783870967741
A0A0D0QU28,221,90.7618190045249
A0A0D0QU43,114,93.81657894736843
A0A0D0QUN0,300,98.30585
A0A0D0QUS3,137,91.9995693430657
A0A0D0QUW5,251,94.07885657370518
A0A0D0QUX6,286,96.22945454545454
A0A0D0QV18,294,89.37517346938775
A0A0D0QV30,300,95.2446
A0A0D0QV91,109,93.28221100917432
A0A0D0QVG0,236,95.99778389830509
A0A0D0QVJ2,300,98.29460666666667
A0A0D0QVJ3,198,97.93230808080808
A0A0D0QVN4,146,96.08503424657533
A0A0D0QVS1,245,92.67770204081633
A0A0D0QVS7,157,95.46136305732483
A0A0D0QVU1,104,94.60621153846154
A0A0D0QVZ4,116,93.77862068965517
A0A0D0QWH9,10,95.00739999999999
A0A0D0QWI0,66,95.2634090909091
A0A0D0QWJ6,165,96.44475757575758
A0A0D0QWJ8,45,95.53880000000001
A0A0D0QWL5,197,96.58407106598983
A0A0D0QWM2,165,91.63130909090908
A0A0D0QWR5,226,96.50926548672567
A0A0D0QWS2,248,96.84214112903226
A0A0D0QWT1,30,97.88476666666666
A0A0D0QWV3,300,96.06707666666667
A0A0D0QX37,176,89.66811363636363
A0A0D0QX86,180,89.54437222222222
A0A0D0QXS4,157,96.01815286624205
A0A0D0QXV1,296,96.1294222972973
A0A0D0QXW4,178,92.35465168539326
A0A0D0QXZ9,87,96.00024137931035
A0A0D0QY24,299,90.27064548494982
A0A0D0QYD6,106,97.6513396226415
A0A0D0QYJ8,291,95.37480068728522
A0A0D0QYL0,290,97.20512068965517
A0A0D0QYR1,299,95.76178929765886
A0A0D0QZ74,258,95.07506201550389
A0A0D0QZA3,300,98.74332
A0A0D0QZD8,237,95.47010548523207
A0A0D0QZE4,161,95.23899378881987
A0A0D0QZF3,299,90.94390301003344
A0A0D0QZM3,300,95.18294999999999
A0A0D0QZM4,182,92.13891758241758
A0A0D0QZQ6,78,96.8486794871795
A0A0D0QZR0,147,93.86698639455783
A0A0D0QZU2,241,86.65687551867221
A0A0D0QZX8,43,94.0886511627907
A0A0D0R007,235,94.54934042553192
A0A0D0R014,194,96.09962371134021
A0A0D0R063,221,87.36622624434389
A0A0D0R085,243,96.59298353909466
A0A0D0R0U3,151,94.92433112582782
A0A0D0R1V4,299,93.26273578595318
A0A0D0R1X4,261,98.50475095785441
A0A0D0R2P6,134,94.39664925373134
A0A0D0R2W6,96,94.0778125
A0A0D0R2Y4,45,95.82895555555555
A0A0D0R307,194,97.28389175257732
A0A0D0R313,295,89.51879322033899
A0A0D0R3A5,258,93.7176976744186
A0A0D0R3B3,85,94.68343529411766
A0A0D0R3C6,187,96.99753475935829
A0A0D0R3D7,161,90.80088819875776
A0A0D0R3G1,300,93.61667
A0A0D0R3X4,229,97.53433624454149
A0A0D0R4Q1,288,96.48357291666667
A0A0D0R4S8,162,93.83187654320987
A0A0D0R4V5,193,91.1708860103627
A0A0D0R4X8,270,97.66840740740741
A0A0D0R4Y1,152,96.6313355263158
A0A0D0R505,36,97.36794444444445
A0A0D0R5N5,32,95.533125
A0A0D0R5Q3,298,98.00736912751678
A0A0D0R5Y9,223,93.24360986547086
A0A0D0R5Z4,35,94.90591428571429
A0A0D0R5Z8,293,95.85732423208191
A0A0D0R658,299,86.69479264214047
A0A0D0R673,181,90.00693370165746
A0A0D0R678,105,94.4087142857143
A0A0D0R6B2,54,92.8733888888889
A0A0D0R6P6,300,98.86996666666667
A0A0D0R775,294,88.23290816326531
A0A0D0R823,148,97.92037837837839
A0A0D0R853,131,96.8804503816794
A0A0D0R863,290,95.91620344827587
A0A0D0R872,274,97.63092335766423
A0A0D0R8H8,241,94.69804564315352
A0A0D0R8L1,50,92.64762
A0A0D0R8R0,188,96.76380319148937
A0A0D0R8W4,224,97.66488839285715
A0A0D0R8Z5,31,97.08896774193548
A0A0D0RHB7,297,95.52831986531987
A0A0D0RJJ6,300,96.68599333333333
A0A0D0RKM8,277,95.01058483754512
A0A0D0SJ13,300,96.16667666666667
A0A0D0SKK3,300,98.28657333333334
A0A0D0SMR8,299,95.2589431438127
A0A0D0SP38,295,96.08802033898306
A0A0D0SQ83,92,97.11481521739131
A0A0D0SQD8,283,93.04563604240283
A0A0D0SZ16,286,97.58023076923077
A0A0D0T7J8,297,96.4539797979798
A0A0D0T8Y3,299,97.82428428093645
A0A0D0T9C1,285,97.17887368421053
A0A0D0TAL8,261,95.34460536398467
A0A0D0TCQ5,299,93.97808361204014
A0A0D0TCT4,298,94.50556040268457
A0A0D0TG38,300,96.66102333333333
A0A0D0TGF2,298,97.674644295302
A0A0D0THI3,293,95.79749146757679
A0A0D0TLK5,300,96.37781666666667
A0A0D0TM28,297,96.90820538720538
A0A0D0TNQ5,300,90.86144
A0A0D0TR51,261,95.48719540229885
A0A0D0TR63,298,94.81437583892618
A0A0D7LC79,300,96.55099333333332
A0A0D7LC88,296,97.9530777027027
A0A0D7LCC0,281,97.63719217081851
A0A0D7LDL8,299,97.24979933110367
A0A0D7LEH4,299,96.99254849498328
A0A0D7LEM9,264,94.78056818181818
A0A0D7LF60,300,99.05202333333334
A0A0D7LFV3,260,97.4805423076923
A0A0D7LHF7,15,99.55106666666667
A0A0D7LHI6,298,98.27912751677853
A0A0D7LMR1,300,98.59775666666667
A0A0D7LN99,300,98.59618
A0A0D7LNC6,161,97.568
A0A0D7LNZ1,297,95.29708417508418
A0A0D7LPG3,294,96.60008163265306
A0A0D7LPH4,300,96.29885666666667
A0A0D7LPL1,287,94.73600696864112
A0A0D7LQ88,298,98.04745973154363
A0A0D7LQH9,293,96.82290443686007
A0A0D7LQL5,298,97.13999664429531
A0A0D7LQR9,299,96.95429431438127
A0A0D7LT31,297,97.87709427609427
A0A0D7LTZ9,288,91.05071527777778
A0A0D7LU01,298,94.92898322147651
A0A0D7LU42,300,97.81298333333334
A0A0D7LUE0,293,98.49491467576792
A0A0D7LV12,290,98.6452275862069
A0A0D7LWR8,294,98.07200340136055
A0A0D7LWY3,299,96.48698996655519
A0A0D7LXM3,300,96.33074
A0A0D7LYV7,299,98.08251170568562
A0A0D7LZC8,253,97.97497628458497
A0A0D7M0C8,300,99.44695333333334
A0A0D7M0R5,276,96.68564130434783
A0A0D7M0U6,293,96.52394197952218
A0A0D7M1Q1,298,94.7125100671141
A0A0D7M1T4,299,97.40124080267557
A0A0D7M1Y7,299,92.8289933110368
A0A0D7M253,298,95.71428523489934
A0A0D7M2N8,297,97.68085858585859
A0A0D7M4M9,299,97.6703745819398
A0A0D7M4S9,295,97.79891186440678
A0A0D7M4W8,300,93.48830333333333
A0A0D7M5E2,298,94.0113154362416
A0A0D7M5F3,298,98.14503355704699
A0A0D7M709,299,98.43169899665553
A0A0D7M759,292,96.3413184931507
A0A0D7M862,296,97.64285135135135
A0A0F6K937,101,96.94633663366336
A0A0F6K9K9,137,97.42895620437956
A0A0F6K9R4,151,92.87324503311258
A0A0F6KC92,81,97.93335802469136
A0A0F6KDF8,44,95.0539090909091
A0A0F6KDM6,287,88.28393728222996
A0A0F6KE83,290,95.94155517241379
A0A0F6KET3,291,91.80539175257732
A0A0F6KF11,298,96.92442281879194
A0A0F6KHI6,44,96.37725
A0A0F6KI47,94,95.56338297872341
A0A0F6KJK8,73,94.10102739726027
A0A0F6KJM3,89,96.02698876404494
A0A0F6KKJ6,77,98.18096103896104
A0A0F6KKJ8,297,96.91172727272728
A0A0G3VV17,209,95.71781818181819
A0A0K0MKH5,133,97.1840902255639
A0A0M5KCG3,299,98.34301672240804
A0A0P8I8K2,293,93.86674061433447
A0A0P8ICY1,293,97.92578156996588
A0A0P8M219,299,97.29272909698997
A0A0P8PUH3,300,96.24210000000001
A0A0P8PZA4,295,96.78909152542373
A0A0P8Q847,125,96.972704
A0A0S2SCG8,283,86.94951943462898
A0A0S2SCM4,8,93.033875
A0A0S2SCM9,249,93.64318473895581
A0A0S2SCN3,279,91.20279211469534
A0A0S2SCR9,300,92.63899
A0A0S2SCT7,299,93.5208160535117
A0A0S2SCU6,78,94.97491025641025
A0A0S2SCW7,4,95.09675
A0A0S2SCZ0,265,93.50758490566037
A0A0S2SCZ5,101,91.97820792079207
A0A0S2SD03,47,91.8888085106383
A0A0S2SD08,8,94.938875
A0A0S2SD46,116,86.72847413793104
A0A0S2SD50,26,85.33196153846153
A0A0S2SD70,300,82.48404666666667
